,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore
42487,2021,14876,343000,80.0,2,3.125,343000,13.27,37.72,5,5
42534,2021,20637,434404,80.0,2,2.625,435200,11.81,12.64,5,5
42540,2021,19153,517600,80.0,2,2.375,517600,15.1,32.74,4,4
42558,2021,19817,381000,72.57,2,2.875,381000,11.56,18.44,5,5
42560,2021,17848,548000,65.63,2,2.375,548000,28.1,34.71,4,5
42570,2021,26065,384816,74.0,2,2.25,387700,15.9,23.18,4,4
42578,2021,19333,336000,80.0,2,2.75,336000,10.73,38.84,5,5
42591,2021,28410,405000,75.0,2,2.75,405000,5.82,13.25,5,4
42592,2021,17925,356175,75.0,2,2.625,356175,13.14,28.52,4,5
42609,2021,15400,400000,66.0,2,2.75,400000,18.71,37.73,5,5
42612,2021,20524,431250,75.0,2,2.375,431250,14.32,22.55,5,5
42617,2021,16150,349200,80.0,2,2.625,349200,16.95,21.75,5,5
42631,2021,26069,548250,35.37,1,2.875,548250,8.73,22.72,4,9
42647,2021,17736,449600,80.0,2,2.875,449600,13.65,25.22,5,5
42668,2021,25754,324000,61.0,2,2.375,324000,8.84,10.15,5,5
42669,2021,20376,350000,61.0,2,3.375,350000,10.24,35.22,3,5
42683,2021,20806,540000,75.0,2,3.125,540000,15.27,22.89,4,5
42685,2021,18335,404250,75.0,2,2.75,404250,11.74,15.73,5,5
42703,2021,14931,416000,80.0,2,2.625,416000,11.19,36.49,5,5
42736,2021,24019,504575,69.0,2,2.5,504575,14.06,17.85,5,5
42737,2021,26983,548250,58.0,1,3.125,548250,13.29,24.22,5,9
42757,2021,9026,414000,65.0,2,2.875,414000,19.03,24.16,5,5
42802,2021,22700,548250,68.0,2,3.125,548250,13.64,30.33,4,5
42816,2021,12975,487500,75.0,2,3.0,487500,25.24,31.67,5,4
42833,2021,14331,402000,70.0,2,3.0,402000,15.5,29.1,5,5
42896,2021,21785,392000,80.0,2,3.0,392000,9.89,15.73,5,4
42913,2021,16808,548200,67.0,2,2.875,548200,25.34,40.49,5,5
42926,2021,14405,369000,90.0,2,3.0,369000,16.09,21.62,5,5
42934,2021,17039,436000,80.0,2,3.0,436000,14.67,25.41,5,4
42943,2021,16282,449145,90.0,2,2.625,449145,12.84,24.03,4,5
42952,2021,11841,443500,53.0,2,3.125,443500,21.43,29.97,5,5
42954,2021,9580,436000,59.0,2,3.125,436000,24.91,39.85,4,4
42961,2021,13091,380000,74.51,2,2.875,380000,16.48,22.29,3,5
42967,2021,15000,420000,70.0,2,3.0,420000,16.56,24.44,5,5
42983,2021,12370,324442,75.0,2,3.0,325000,16.38,26.3,4,5
43017,2021,15353,480000,80.0,2,3.125,480000,18.38,21.03,5,5
43021,2021,15099,404000,80.0,2,3.0,404000,14.77,27.84,5,5
43032,2021,10509,399200,80.0,2,2.75,399200,21.2,27.07,5,4
43046,2021,12251,400000,80.0,2,3.125,400000,17.36,25.8,3,3
43058,2021,10890,518900,73.08,2,2.75,518900,25.83,28.24,5,5
43092,2021,20833,381000,60.0,2,3.125,381000,10.45,14.01,5,5
43094,2021,13744,452000,80.0,2,3.5,452000,20.69,29.13,5,5
43110,2021,13561,501500,75.0,2,3.0,501500,21.05,21.24,5,5
43118,2021,8750,520000,80.0,2,2.875,520000,33.15,41.35,5,5
43126,2021,28161,480000,80.0,2,3.0,480000,8.9,31.77,4,5
43139,2021,13015,442500,75.0,2,3.0,442500,20.45,42.26,5,4
43148,2021,16667,548250,62.0,2,3.125,548250,18.82,28.36,5,5
43166,2021,15088,372000,80.0,2,3.0,372000,15.2,41.44,5,5
43169,2021,16225,404000,80.0,2,3.125,404000,14.07,24.47,5,5
43177,2021,19557,488000,80.0,2,3.25,488000,15.86,23.34,4,4
43194,2021,15985,374000,77.0,2,3.0,374000,13.43,36.85,5,4
43219,2021,16667,442000,65.0,2,2.625,442000,26.83,30.56,4,4
43228,2021,11289,378000,90.0,2,2.625,378000,17.33,26.63,5,5
43237,2021,13459,449000,78.77,2,3.0,449000,20.31,30.44,5,5
43244,2021,20148,422000,53.0,2,2.625,422000,11.7,19.11,5,5
43253,2021,16718,476000,74.0,2,3.0,476000,17.39,28.34,5,5
43262,2021,15752,474000,75.0,2,2.875,474000,14.74,19.54,5,5
43289,2021,12491,548250,79.0,2,3.125,548250,24.73,35.55,5,4
43311,2021,11094,375000,87.0,2,2.75,375000,18.37,24.29,5,5
43315,2021,18113,548000,80.0,2,3.0,548000,15.45,25.49,5,5
43338,2021,12251,350000,59.0,2,3.0,350000,16.87,31.38,3,4
43340,2021,20417,379600,89.0,2,2.75,379600,9.87,14.11,4,5
43342,2021,22219,524000,66.0,2,2.625,524000,18.47,22.51,5,4
43343,2021,25166,538000,72.0,2,2.75,538000,10.65,15.1,5,5
43362,2021,14901,548250,54.83,2,3.25,548250,23.44,27.45,5,5
43364,2021,13000,536250,75.0,2,2.75,536250,22.36,32.66,4,4
43367,2021,13486,371000,74.95,2,3.0,371000,15.88,25.64,4,5
43374,2021,22520,361600,80.0,2,3.0,361600,11.32,27.16,4,4
43397,2021,19545,350000,63.0,2,3.0,350000,11.09,19.44,5,5
43406,2021,10706,377000,90.0,2,3.125,377000,19.39,30.88,4,5
43407,2021,19756,548250,73.0,2,2.875,548250,15.04,25.91,4,4
43426,2021,17954,307037,75.0,2,2.625,309000,13.19,33.57,5,5
43442,2021,17492,425000,76.0,2,2.5,425000,13.71,33.47,5,5
43481,2021,10482,345000,55.0,2,2.875,345000,19.71,25.62,5,5
43499,2021,11858,372000,65.0,2,2.625,372000,17.21,24.73,5,5
43542,2021,10877,445468,72.0,2,2.875,446250,24.29,40.48,5,5
43556,2021,11379,496000,80.0,2,2.75,496000,23.25,41.63,5,5
43574,2021,14221,433722,78.0,2,2.75,434500,16.91,25.42,5,5
43582,2021,22177,396000,80.0,2,3.125,396000,11.72,21.68,5,5
43594,2021,12159,385000,70.0,2,2.75,385000,22.39,28.23,4,5
43602,2021,14789,345440,50.0,2,2.625,345500,16.48,34.88,5,5
43624,2021,17000,548250,74.0,2,2.625,548250,22.77,38.01,5,5
43627,2021,14581,374254,74.0,2,2.5,374254,18.16,21.64,5,5
43649,2021,20832,415000,64.0,2,3.0,415000,14.6,24.4,4,5
43664,2021,13055,452000,80.0,2,2.75,452000,19.81,30.81,4,4
43673,2021,14265,340800,80.0,2,3.25,340800,16.24,17.1,5,3
43680,2021,16517,548250,72.14,2,2.75,548250,13.55,18.49,5,5
43684,2021,13219,364500,90.0,2,2.5,364500,16.14,31.94,5,5
43690,2021,15425,464000,80.0,2,3.375,464000,16.67,30.51,5,5
43707,2021,19552,425000,70.0,2,3.125,425000,11.76,19.69,5,4
43720,2021,14991,324000,80.0,2,3.375,324000,16.26,26.98,5,5
43721,2021,14997,486826,77.0,2,2.875,486826,15.18,20.04,5,4
43725,2021,14609,427500,77.0,2,2.5,427500,23.3,27.35,4,4
43746,2021,16081,450000,60.0,2,3.25,450000,15.48,33.55,5,5
43768,2021,11562,420000,75.0,2,2.875,420000,20.59,22.02,5,5
43790,2021,25550,386000,67.0,2,3.375,386000,13.0,16.13,4,4
43799,2021,12384,511500,84.0,2,2.875,511500,21.24,30.28,5,4
43801,2021,26058,379719,63.0,2,2.75,381000,11.17,15.23,3,4
43804,2021,23883,325828,75.0,2,2.75,327000,8.92,16.51,5,4
43810,2021,11823,382400,85.0,2,3.125,382400,18.23,26.55,5,5
43812,2021,20190,372000,58.0,2,3.75,372000,11.28,19.1,4,4
43813,2021,8687,476000,80.0,2,3.125,476000,28.17,29.76,5,5
43815,2021,10429,432000,80.0,2,3.375,432000,23.63,40.84,3,3
43827,2021,11872,420000,59.0,2,3.125,420000,22.1,31.33,5,5
43843,2021,24964,386600,36.0,2,2.25,386600,14.3,18.4,5,5
43846,2021,29718,484000,80.0,2,2.875,484000,10.67,23.83,5,5
43851,2021,13717,346750,84.0,2,3.5,346750,16.73,23.57,4,4
43870,2021,12191,365000,77.0,2,2.625,365000,16.27,31.5,5,5
43877,2021,22365,505000,76.52,2,2.375,505000,15.39,23.25,5,5
43879,2021,12284,548250,60.0,2,2.875,548250,25.17,33.64,5,5
43892,2021,12727,520000,80.0,2,3.5,520000,22.83,39.59,4,4
43907,2021,23243,348000,80.0,2,3.5,348000,14.05,32.0,5,5
43935,2021,24566,433372,73.0,2,2.875,434000,13.04,36.87,5,5
43939,2021,17008,485000,78.0,2,3.0,485000,17.11,32.71,4,5
43943,2021,11406,375200,80.0,2,2.75,375200,16.73,26.49,5,4
43945,2021,10313,400800,80.0,2,3.125,400800,19.57,35.53,4,3
43965,2021,10761,367500,67.0,2,2.5,367500,19.61,22.29,5,5
43970,2021,14525,337000,89.0,2,3.0,337000,12.98,24.13,5,5
43985,2021,16682,352000,80.0,2,3.125,352000,13.31,14.0,5,5
43990,2021,25116,309500,47.0,2,2.75,309500,10.62,13.61,5,5
44004,2021,15632,455000,63.0,2,2.75,455000,17.73,27.58,4,4
44028,2021,28006,336000,80.0,2,2.75,336000,19.83,42.18,5,5
44055,2021,15385,397493,77.0,2,2.75,400000,22.27,37.66,5,5
44075,2021,19526,340000,71.0,2,2.625,340000,14.45,33.89,4,4
44087,2021,29789,452000,80.0,2,2.75,452000,11.98,13.91,4,5
44094,2021,11426,420000,60.0,2,2.625,420000,23.53,36.14,4,5
44096,2021,21814,390000,68.0,2,2.625,390000,9.28,20.86,5,5
44102,2021,25711,312000,80.0,2,3.25,312000,8.95,37.41,5,5
44106,2021,15141,344000,80.0,2,3.125,344000,12.56,19.62,5,5
44111,2021,20000,548250,71.0,2,3.0,548250,13.41,33.08,5,4
44112,2021,10833,407920,80.0,2,3.0,407920,18.91,35.06,5,5
44115,2021,19416,411000,80.0,2,3.25,411000,11.98,20.3,5,5
44117,2021,16759,453000,76.0,2,3.25,453000,16.17,34.65,5,5
44145,2021,11572,386100,90.0,2,3.125,386100,19.99,30.28,5,4
44146,2021,26128,425000,47.0,2,3.0,425000,11.1,25.82,5,5
44152,2021,25790,363000,60.0,2,3.25,363000,8.75,22.09,5,5
44251,2021,12033,392000,79.0,2,2.5,392000,26.78,32.95,5,5
44253,2021,17817,476000,68.0,2,2.875,476000,18.5,34.15,5,5
44271,2021,21251,446000,75.0,2,2.75,446000,13.72,16.81,5,5
44277,2021,26000,364000,80.0,2,2.625,364000,10.96,31.88,4,5
44280,2021,18750,492700,71.0,2,2.75,492700,12.79,13.29,5,5
44294,2021,17388,400000,74.0,2,3.125,400000,14.02,29.64,5,5
44298,2021,13127,520000,65.0,2,2.75,520000,27.76,39.45,3,3
44332,2021,15156,343200,80.0,2,3.25,343200,15.41,27.27,5,5
44335,2021,10326,459000,85.0,2,2.75,459000,22.51,36.1,4,4
44346,2021,15109,370000,57.0,2,2.5,370000,17.86,29.54,5,5
44359,2021,11826,365500,85.0,2,3.0,365500,17.95,26.53,4,4
44371,2021,19021,318000,63.0,2,2.25,318000,13.86,21.09,4,5
44386,2021,24999,394000,69.0,2,2.625,394000,11.68,24.06,4,4
44388,2021,16185,480000,65.0,2,2.875,480000,21.12,36.54,4,5
44406,2021,27581,488000,80.0,2,2.625,488000,9.65,28.89,5,5
44420,2021,25000,520000,65.0,2,2.625,520000,11.26,16.32,5,5
44430,2021,18085,364000,70.0,2,2.875,364000,11.43,13.89,5,5
44442,2021,23073,400000,42.11,2,2.375,400000,13.71,19.83,5,5
44446,2021,14373,453500,71.0,2,2.875,453500,20.16,31.19,4,5
44471,2021,26416,548000,72.0,2,2.0,548000,15.77,17.6,5,5
44472,2021,10793,548250,76.0,2,2.5,548250,28.1,38.81,5,5
44479,2021,13718,310000,78.0,2,2.75,310000,15.96,36.4,5,5
44484,2021,18720,350100,90.0,2,3.125,350100,11.04,25.72,4,4
44489,2021,14915,480000,75.0,2,2.875,480000,18.71,23.26,4,5
44490,2021,14432,319000,68.0,2,3.0,319000,15.57,39.23,5,5
44491,2021,14432,392000,57.0,2,3.0,392000,15.94,39.59,5,5
44513,2021,18291,510000,68.0,2,2.375,510000,13.54,16.42,5,5
44520,2021,24083,510000,75.0,2,2.375,510000,10.45,28.16,5,5
44536,2021,14000,360000,90.0,2,2.375,360000,13.18,23.99,5,5
44543,2021,9628,548250,73.0,2,2.375,548250,28.0,29.93,5,5
44546,2021,18944,412000,57.0,2,2.25,412000,14.14,14.79,5,5
44555,2021,9370,513591,72.0,2,2.5,513591,27.71,37.75,4,4
44575,2021,11409,436000,80.0,2,2.75,436000,18.81,25.03,5,5
44579,2021,22034,400000,51.0,2,2.125,400000,12.78,13.76,5,5
44588,2021,10000,355000,68.0,2,2.875,355000,14.73,31.57,5,4
44595,2021,16177,320000,76.0,2,2.75,320000,8.08,33.33,4,4
44616,2021,14014,369000,65.0,2,2.375,369000,17.4,35.25,4,4
44635,2021,24053,318800,79.0,2,2.0,318800,12.03,25.7,3,3
44643,2021,20719,357900,56.0,2,2.5,357900,8.3,11.84,5,5
44655,2021,12653,548250,68.0,2,2.375,548250,26.67,32.4,5,5
44668,2021,21351,548250,59.0,2,2.375,548250,16.24,31.2,5,5
44675,2021,12064,494000,77.0,2,2.75,494000,22.86,27.63,5,5
44680,2021,14817,400000,80.0,2,3.0,400000,16.59,24.37,5,3
44682,2021,23375,510400,36.0,2,2.75,510400,20.12,29.85,5,5
44703,2021,17050,472400,77.0,2,2.25,472400,14.35,23.95,5,5
44712,2021,24859,497662,46.0,2,2.25,500000,18.73,30.14,4,5
44714,2021,20240,510000,54.0,2,2.75,510000,15.26,34.28,5,5
44726,2021,23831,373233,59.0,2,2.625,374000,16.97,33.06,5,5
44734,2021,16564,363750,75.0,2,2.375,363750,17.82,35.3,4,4
44753,2021,15354,356000,60.0,2,2.625,356000,14.07,22.79,5,5
44786,2021,15000,473900,68.0,2,2.875,473900,19.05,27.65,5,5
44800,2021,16122,388800,80.0,2,2.375,388800,15.62,38.13,4,5
44806,2021,12590,392000,79.0,2,2.875,392000,21.15,37.65,4,5
44819,2021,12501,442300,66.0,2,2.875,442300,25.85,37.21,5,5
44820,2021,15670,441500,95.0,2,2.75,441500,16.5,26.6,4,4
44828,2021,12357,409000,62.0,2,2.875,409000,19.86,23.24,5,5
44833,2021,25833,423250,75.0,2,2.875,423250,9.19,30.41,4,4
44850,2021,13317,340000,67.0,2,3.0,340000,15.0,34.15,4,5
44873,2021,12852,339500,74.0,2,3.0,339500,14.69,26.77,5,5
44878,2021,19835,510000,70.0,2,2.875,510000,15.32,25.32,5,4
44896,2021,24929,337500,90.0,2,2.75,337500,5.53,19.39,5,5
44897,2021,28690,420000,80.0,1,2.75,420000,5.98,20.25,4,9
44929,2021,23350,314000,61.0,2,2.125,314000,10.99,25.8,5,5
44934,2021,26533,548250,64.0,1,2.625,548250,11.76,17.99,5,9
44935,2021,25600,335000,61.0,2,2.5,335000,9.02,10.73,5,5
44943,2021,11187,362000,74.0,2,2.5,362000,20.61,24.99,5,5
45062,2021,21388,548250,45.69,2,2.625,548250,18.31,19.26,5,5
45099,2021,11500,442113,64.0,2,2.0,442113,28.27,29.59,4,5
45101,2021,16318,380000,80.0,2,2.25,380000,9.78,21.2,4,4
45131,2021,14180,401000,67.0,2,2.25,401000,19.49,30.3,4,5
45147,2021,16360,500000,77.0,2,2.5,500000,14.7,19.95,5,5
45149,2021,26666,548250,73.0,2,2.0,548250,15.1,24.56,5,5
45157,2021,15588,325690,75.0,2,3.0,326250,12.54,26.68,4,4
45162,2021,12116,380000,80.0,2,2.625,380000,18.6,20.91,4,5
45187,2021,10873,392000,72.0,2,3.0,392000,19.88,34.25,5,4
45195,2021,15396,510400,66.0,2,3.0,510400,20.61,40.13,5,5
45215,2021,21336,410000,75.0,2,3.25,410000,13.19,41.68,3,5
45222,2021,25337,424000,93.0,2,2.125,424000,13.43,21.49,4,5
45238,2021,12500,414000,71.0,2,2.875,414000,19.01,28.9,5,5
45265,2021,15314,548250,63.75,2,1.875,548250,29.55,37.11,5,5
45283,2021,10247,485000,61.0,2,2.5,485000,25.32,32.08,5,5
45285,2021,22635,548000,72.0,2,2.625,548000,14.04,17.39,5,4
45292,2021,14447,376000,75.0,2,2.625,376000,14.32,17.42,5,5
45300,2021,26557,300000,52.0,2,2.75,300000,10.68,13.77,5,5
45315,2021,15733,340915,89.0,2,2.625,342000,14.92,31.11,4,5
45317,2021,20553,325509,37.0,2,2.625,329000,14.48,16.53,5,5
45338,2021,21155,419000,58.0,2,3.0,419000,12.28,22.66,5,5
45340,2021,17607,366000,80.0,2,2.5,366000,11.55,28.52,5,5
45357,2021,15442,381500,69.82,2,2.5,381500,18.23,18.63,5,5
45371,2021,14337,392000,80.0,2,2.625,392000,14.43,20.08,4,4
45384,2021,9348,445000,89.9,2,2.75,445000,22.78,28.02,4,4
45391,2021,15754,453681,78.0,2,3.0,453681,16.19,27.11,4,3
45393,2021,14833,382418,71.0,2,2.75,382418,14.2,38.08,5,5
45430,2021,9484,397500,75.0,2,2.625,397500,22.59,30.17,5,5
45432,2021,20828,332000,67.76,2,2.75,332000,9.6,21.95,3,4
45433,2021,18585,468000,75.48,2,2.375,468000,19.07,25.01,4,4
45434,2021,20516,361000,55.97,2,2.375,361000,14.71,18.63,5,5
45435,2021,21902,548250,37.81,2,2.25,548250,21.34,29.95,4,4
45438,2021,25661,336000,80.0,2,2.75,336000,6.48,13.16,5,5
45440,2021,27822,317000,59.81,2,2.375,317000,9.48,20.71,4,4
45441,2021,14830,536000,80.0,2,2.75,536000,15.95,37.5,5,5
45450,2021,23365,548250,64.5,2,2.75,548250,11.71,34.43,4,5
45453,2021,28101,332000,49.19,2,2.75,332000,6.53,30.19,5,5
45459,2021,20064,365000,58.4,2,2.75,365000,11.52,36.02,5,5
45460,2021,18959,512000,67.37,2,2.75,512000,19.01,42.2,5,5
45486,2021,13750,440000,80.0,2,2.5,440000,16.08,17.76,5,5
45490,2021,12407,472000,80.0,2,2.5,472000,17.44,33.86,5,5
45500,2021,11258,465000,64.0,2,2.75,465000,16.86,32.68,5,5
45508,2021,23115,548250,70.0,2,2.75,548250,9.69,25.59,5,5
45527,2021,15644,506000,81.0,2,2.5,506000,16.23,25.31,5,5
45564,2021,24574,287500,74.0,2,2.75,287500,5.6,25.9,4,3
45597,2021,19195,333000,63.0,2,2.5,333000,12.03,14.32,5,5
45603,2021,19422,548000,72.0,2,2.5,548000,12.17,22.57,5,5
45655,2021,13710,400000,79.0,2,2.625,400000,15.76,40.42,5,5
45685,2021,13572,392000,80.0,2,2.875,392000,16.65,23.92,5,5
45719,2021,23244,379000,61.0,2,2.5,379000,6.44,15.6,5,5
45727,2021,17188,400000,80.0,2,2.5,400000,12.05,18.39,5,5
45782,2021,12300,388000,78.0,2,2.625,388000,22.5,33.07,5,5
45886,2021,15299,351765,88.0,2,2.5,351765,14.8,19.61,5,5
45928,2021,15678,329000,54.0,2,2.375,329000,16.21,25.37,5,5
45958,2021,13733,344000,80.0,2,2.75,344000,16.84,33.82,5,5
45968,2021,20383,335813,77.0,2,2.625,335813,9.45,29.07,4,4
46052,2021,23958,510400,76.0,2,3.125,510400,13.71,31.81,5,5
46056,2021,17500,380000,80.0,2,3.0,380000,13.06,17.05,5,5
46060,2021,17966,419500,68.0,2,3.25,419500,14.48,28.38,5,5
46067,2021,18911,421500,71.0,2,3.125,421500,14.29,40.69,5,5
46068,2021,13583,505500,67.0,2,3.125,505500,21.71,39.12,5,4
46069,2021,18911,430500,80.0,2,3.125,430500,14.29,40.68,5,5
46071,2021,25075,548000,47.0,2,2.875,548000,14.22,17.95,5,5
46099,2021,17228,346500,76.0,2,2.875,346500,19.31,21.6,5,5
46108,2021,25704,510000,78.0,2,2.5,510000,13.57,28.06,3,3
46145,2021,20039,418734,80.0,2,2.625,420000,17.92,35.07,4,4
46158,2021,28412,308000,70.0,2,2.5,308000,11.1,21.73,5,4
46181,2021,18750,548250,72.0,2,2.75,548250,19.09,31.24,5,5
46184,2021,13888,333849,87.01,2,3.0,335000,19.94,20.07,5,5
46242,2021,18124,451250,95.0,2,2.625,451250,13.52,27.14,5,5
46263,2021,19500,460000,74.8,2,2.625,460000,12.12,19.65,3,3
46274,2021,24115,468000,90.0,2,2.625,468000,10.74,10.74,5,5
46276,2021,21469,328000,80.0,2,2.875,328000,9.97,19.28,4,4
46307,2021,10041,412500,75.0,2,2.875,412500,21.93,33.67,5,5
46320,2021,12533,346500,90.0,2,2.875,346500,15.78,39.05,4,4
46335,2021,30040,533000,87.0,2,2.75,533000,10.41,21.17,5,5
46361,2021,16194,476000,80.0,2,2.75,476000,19.67,29.73,5,5
46365,2021,21667,420000,59.0,2,2.375,420000,17.52,18.18,5,5
46370,2021,29287,548250,48.0,1,2.75,548250,10.9,10.9,5,9
46413,2021,16648,410000,76.0,2,2.5,410000,12.85,23.83,5,5
46414,2021,22674,292000,89.0,2,2.25,292000,12.28,26.41,3,4
46427,2021,15015,401000,75.0,2,2.625,401000,13.31,27.69,5,5
46450,2021,28807,402000,71.0,2,2.25,402000,9.36,13.57,5,5
46483,2021,23712,548000,60.0,2,2.875,548000,13.03,35.67,4,4
46500,2021,13958,340000,54.0,2,2.875,340000,15.01,38.83,5,5
46502,2021,18532,438480,68.0,2,2.875,438480,14.93,21.36,4,5
46510,2021,13390,467949,53.48,2,2.625,467949,16.23,22.48,5,5
46538,2021,12409,442435,71.94,2,2.625,442435,20.97,43.09,4,5
46573,2021,15917,360000,52.0,2,2.875,360000,11.88,43.26,4,4
46582,2021,10951,412000,85.0,2,3.125,412000,21.72,23.95,5,5
46584,2021,18750,338406,79.0,2,2.875,339000,10.66,23.03,4,5
46587,2021,9197,480000,80.0,2,2.75,480000,27.76,37.58,5,5
46588,2021,10319,411000,79.0,2,2.75,411000,25.36,35.31,5,5
46589,2021,11572,465500,78.0,2,2.75,465500,22.17,23.74,5,5
46608,2021,17760,360000,72.0,2,2.375,360000,16.11,32.53,5,5
46629,2021,26754,506000,80.0,2,2.5,506000,9.91,26.1,4,4
46647,2021,15532,319000,90.0,2,2.75,319000,11.03,28.83,4,4
46650,2021,19433,360000,80.0,2,2.0,360000,15.12,25.28,5,5
46684,2021,15434,522500,95.0,2,2.75,522500,19.7,32.71,4,3
46744,2021,25344,400000,43.0,2,3.0,400000,7.61,10.25,4,3
46756,2021,19843,548250,61.0,2,3.125,548250,15.94,33.72,5,5
46799,2021,21593,548250,77.22,2,2.625,548250,10.2,11.5,5,4
46809,2021,24036,323500,38.98,2,2.5,323500,10.1,11.91,5,5
46816,2021,23644,548250,62.3,2,2.625,548250,12.36,27.83,5,5
46817,2021,29510,448000,80.0,2,2.625,448000,8.15,13.49,5,5
46819,2021,20980,548250,60.92,2,2.75,548250,10.67,21.96,4,5
46823,2021,15726,393000,77.06,2,2.375,393000,16.16,25.42,5,4
46824,2021,29880,248000,58.35,2,2.5,248000,6.78,20.16,4,4
46826,2021,15816,483500,76.14,2,2.625,483500,18.78,32.57,3,4
46835,2021,15681,416000,80.0,2,2.5,416000,17.93,22.78,4,5
46848,2021,26432,510400,51.04,2,2.375,510400,12.76,17.89,5,5
46852,2021,13172,365500,51.48,2,2.75,365500,11.33,22.0,3,3
46856,2021,20333,510400,47.48,2,2.75,510400,15.0,26.76,5,5
46872,2021,13826,341000,64.95,2,2.75,341000,12.67,31.7,5,5
46878,2021,20182,384500,62.02,2,2.625,384500,13.77,18.05,5,5
46887,2021,14047,390000,74.29,2,2.75,390000,15.07,19.34,5,5
46890,2021,13426,420000,80.0,2,2.625,420000,15.92,29.59,4,4
46894,2021,12446,548250,78.61,2,2.75,548250,24.31,33.89,5,5
46896,2021,15744,548250,54.83,2,2.75,548250,15.85,30.93,5,5
46900,2021,14686,452000,80.0,2,2.75,452000,14.8,21.2,4,4
46909,2021,26431,312000,80.0,2,2.5,312000,19.97,30.2,5,4
46925,2021,11000,344000,90.0,2,2.75,344000,17.85,30.24,4,3
46964,2021,11580,377000,70.0,2,2.375,377000,16.42,20.08,4,4
46972,2021,22979,499198,50.0,2,2.25,499198,12.03,12.48,5,5
47001,2021,13931,548250,75.0,2,2.375,548250,15.3,29.87,4,4
47012,2021,8918,376472,72.0,2,2.5,376472,16.68,29.47,5,4
47013,2021,14083,381000,79.0,2,2.625,381000,14.5,24.65,5,5
47016,2021,15584,315000,54.0,2,2.125,315000,19.46,21.46,3,5
47021,2021,29493,498000,61.0,2,2.625,498000,11.0,21.08,5,5
47025,2021,18531,292500,75.0,2,2.25,292500,11.66,36.71,4,5
47107,2021,11625,423490,80.0,2,2.875,423500,19.7,28.74,4,5
47114,2021,16047,395000,79.0,2,2.5,395000,22.14,35.29,4,4
47137,2021,14600,525000,74.0,2,2.75,525000,29.86,37.88,4,5
47156,2021,20525,520000,80.0,2,2.875,520000,15.89,27.53,4,5
47163,2021,17917,384000,80.0,2,2.875,384000,11.04,13.79,5,5
47169,2021,20770,372500,65.0,2,2.25,372500,12.32,16.22,5,5
47186,2021,29583,341495,69.0,2,2.625,344000,7.71,14.17,5,5
47199,2021,11628,351383,63.0,2,2.875,352000,17.6,24.58,5,5
47213,2021,20461,385000,64.0,2,2.25,385000,13.18,14.0,5,5
47249,2021,26373,270000,57.0,2,2.625,270000,10.43,29.41,3,4
47284,2021,18354,345000,69.0,2,2.375,345000,13.88,18.04,5,4
47308,2021,11368,344000,71.0,2,2.75,344000,19.28,29.16,5,5
47333,2021,20628,300000,80.0,2,2.625,300000,14.85,30.16,5,5
47349,2021,12374,425500,75.0,2,2.875,425500,19.29,41.45,5,4
47373,2021,15505,486500,83.0,2,2.5,486500,15.89,21.34,5,4
47375,2021,12275,349000,75.0,2,2.75,349000,14.39,19.75,4,4
47376,2021,12662,348500,76.0,2,2.5,348500,16.68,31.1,5,4
47385,2021,14543,379200,80.0,2,2.75,379200,14.35,19.59,5,5
47391,2021,17917,372400,66.0,2,2.5,372400,13.1,32.48,5,4
47429,2021,20847,366500,78.0,2,2.875,366500,12.01,17.03,5,5
47440,2021,15391,740000,80.0,2,3.25,740000,28.05,43.73,4,4
47453,2021,25639,424000,80.0,2,2.875,424000,10.87,14.48,4,5
47455,2021,22917,284000,38.0,2,3.0,284000,10.53,26.72,5,4
47459,2021,25298,346600,64.0,2,2.625,346600,10.5,13.97,5,5
47461,2021,14676,338000,63.0,2,2.875,338000,17.6,27.74,5,5
47473,2021,17164,349048,74.0,2,2.875,349048,14.56,16.23,5,5
47475,2021,16396,288000,73.0,2,2.625,288000,18.34,32.68,4,4
47476,2021,17533,340000,74.0,2,2.75,340000,16.56,31.66,5,5
47494,2021,15445,325000,62.0,2,3.0,325000,20.46,23.63,5,5
47495,2021,15554,350000,41.0,3,2.875,350000,18.54,25.0,5,5
47516,2021,12278,680000,80.0,2,2.875,680000,36.94,43.78,4,4
47519,2021,15501,579920,80.0,2,2.75,579920,24.98,27.87,5,5
47523,2021,29516,245000,69.0,2,2.75,245000,5.97,33.19,4,5
47524,2021,15060,448000,80.0,2,3.0,448000,19.63,26.01,5,4
47534,2021,21174,464000,80.0,2,3.0,464000,21.0,28.0,4,5
47543,2021,25082,375000,69.0,2,2.875,375000,9.44,23.78,4,3
47544,2021,17341,350000,80.0,2,2.75,350000,13.43,17.67,5,5
47546,2021,23800,273410,34.0,2,2.75,287000,15.53,43.97,5,5
47551,2021,22963,500000,64.0,2,3.0,500000,12.3,15.04,5,5
47571,2021,13379,416000,80.0,2,3.25,416000,21.26,26.49,5,4
47593,2021,16134,346192,93.52,2,2.875,361000,19.39,29.485,5,5
47596,2021,27979,315000,43.69,2,2.5,315000,8.71,23.423,5,5
47599,2021,17565,308000,80.0,2,2.5,308000,16.24,35.866,5,5
